9.21	90.12
7.91	69.2
14.11	12.85
61.46	47.51
40.62	48.7
1.82	10.68
15.59	57.73
7.47	49.79
16.46	11.49
0.51	5.9
4.58	26.46
21.07	4.25
4.07	13.59
3.55	5.87
11.56	28.5
1.95	36.77
18.56	23.91
6.39	7.48
23.15	55.23
43.42	15.47
4.52	40
87.45	39.96
1.73	26.22
43.49	0.37
54.96	0.99
58.28	40.81
1.76	4.83
39.16	18.88
12.29	44.76
33.68	45.94
77.93	65.32
3.53	2.14
17.8	6.08
44.36	14.74
7.61	18.86
70.94	0.78
17.7	34.99
32.45	1.93
40.12	26.09
58.25	15.41
80	1.02
45.99	20.05
26.75	33.41
0.63	61.07
96.87	30.35
24.43	33.59
2.68	3.38
15.52	19.15
13.47	6.93
35.32	16.54
3.46	5.03
91.84	27.08
37.19	73
22.56	28.08
34.51	7.75
18.71	0.27
7.64	33.89
72.33	56
45.67	4.87
0.64	85.3
32.26	21.15
44.84	4.94
21.55	24.1
53.18	9.29
10.07	32.92
35.85	10.84
68.26	10.52
55.74	14.91
15.28	0
3.08	7.68
2.93	10.81
36.65	1.74
23.34	6.42
7.07	35.64
8.04	1.98
14.28	37.72
23.41	4.56
10.78	24.79
89.9	39.26
15.53	0.71
0	0.63
4.37	48.36
7.45	0
4.73	2.34
13.62	4.25
37.71	11.62
1.63	10.53
22.41	20.11
38.45	12.95
4.56	1.84
48.3	42.22
38.88	23.14
24.13	16.64
1.77	4.43
3.5	10.32
0.72	27.4
48.8	20.54
53.01	16.51
63.52	16.33
69.1	20.08
29.78	72.55
58.06	4.68
11.39	85.57
6.96	4.57
18.68	17.86
76.18	26.05
71.08	28.92
0.71	24.14
8.1	21.03
15.49	16.95
16.67	40.99
44.2	18.02
88.65	2.26
0.39	81.21
19.37	16.38
80.02	66.13
24.49	14.78
30.1	23.21
9.69	30.71
10.02	6.93
21.14	15.62
66.87	33.85
6.92	23.96
5.2	60.23
28.39	39.97
16.75	41.66
11.43	9.49
19.69	4.75
9.83	64.53
23.84	1.38
